"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.516045875E0,-1.409468994E0,9.083111572E-1,4.103117523E0,4.432516826E0
1.526019875E0,-1.190175018E0,1.014590149E0,3.946692810E0,4.245267233E0
1.535993875E0,-9.288185120E-1,1.189875641E0,3.442391510E0,3.758798635E0
1.545967875E0,-4.887336731E-1,1.391955414E0,2.647394714E0,3.030692866E0
1.555941875E0,-1.707948303E-1,1.353784790E0,1.602268066E0,2.104558645E0
1.565915875E0,1.212478638E-1,1.169068909E0,5.069956970E-1,1.280026482E0
1.575889875E0,4.358935547E-1,1.235530701E0,-3.939807129E-1,1.368122840E0
1.585863875E0,5.776487732E-1,1.250649261E0,-1.187779999E0,1.818962068E0
1.595837333E0,4.028123474E-1,1.270707550E0,-1.497336273E0,2.004737235E0
1.605812334E0,-6.242019653E-2,1.197360077E0,-1.362017670E0,1.814568700E0
1.615786333E0,-5.924679565E-1,1.115480347E0,-9.933343506E-1,1.606868948E0
1.625760333E0,-1.040785675E0,1.116378479E0,-5.992039490E-1,1.639689331E0
1.635734333E0,-1.102008362E0,1.306483154E0,6.960525513E-2,1.710603856E0
1.645708333E0,-1.153650970E0,1.285975800E0,8.312214661E-1,1.917178511E0
1.655682334E0,-8.394543457E-1,1.441951447E0,1.332678680E0,2.135401610E0
1.665656333E0,-3.620970154E-1,1.736239471E0,1.914069672E0,2.609464401E0
1.675630333E0,4.685256958E-2,1.948348389E0,2.551743622E0,3.210864699E0
1.685604333E0,6.724017334E-1,2.446662140E0,3.421584778E0,4.259756109E0
1.695579333E0,1.235231323E0,2.897075500E0,5.126389618E0,6.016536661E0
1.705553334E0,1.748963013E0,3.440744934E0,7.585026855E0,8.510595145E0
1.715527333E0,2.061962128E0,4.242178345E0,9.994715881E0,1.105179218E1
1.725501333E0,1.768123169E0,4.807702332E0,1.223675354E1,1.326568500E1
1.735475333E0,7.111711121E-1,5.298232269E0,1.372421036E1,1.472857697E1
1.745449333E0,-1.373843079E0,5.191653900E0,1.498189499E1,1.591533514E1
1.755423333E0,-3.636238403E0,4.871320038E0,1.713097595E1,1.817752254E1
1.765397333E0,-5.197192383E0,5.054988098E0,1.941268112E1,2.072235271E1
1.775371333E0,-5.780529327E0,5.708379364E0,2.109203888E1,2.260252681E1
1.785345333E0,-5.443130951E0,6.508315887E0,2.183763840E1,2.342793847E1
1.795320333E0,-4.840783539E0,7.081923065E0,2.136671768E1,2.302440974E1
1.805294333E0,-4.498295746E0,7.203619995E0,2.030961594E1,2.201379806E1
1.815268333E0,-4.904550934E0,7.160958710E0,1.944681015E1,2.129582998E1
1.825242333E0,-5.435347137E0,7.037166138E0,1.902154449E1,2.099723460E1
1.835216333E0,-5.713319092E0,6.569688263E0,1.876497803E1,2.068640180E1
1.845190333E0,-5.660628662E0,6.222560120E0,1.863804199E1,2.044846157E1
1.855164333E0,-5.417983246E0,6.159990234E0,1.828238159E1,2.003860022E1
1.865138334E0,-5.167404327E0,5.996230774E0,1.721465195E1,1.894732415E1
1.875112333E0,-4.731061707E0,5.969137115E0,1.572450073E1,1.747207675E1
1.885086333E0,-4.243226166E0,5.997727661E0,1.430560135E1,1.608191330E1
1.895061333E0,-3.840862885E0,5.880671082E0,1.280721725E1,1.460682491E1
1.905035333E0,-3.324736176E0,5.701493683E0,1.121767273E1,1.301526344E1
1.915009334E0,-2.705623627E0,5.471272430E0,9.853858795E0,1.159110669E1
1.924983333E0,-2.207160187E0,5.089416504E0,8.674161987E0,1.029634899E1
1.934957333E0,-1.773212585E0,4.699477386E0,7.623496857E0,9.129461918E0
1.944931333E0,-1.464255066E0,4.319268036E0,6.804549866E0,8.191582151E0
1.954905333E0,-1.331032104E0,3.879332886E0,6.105054474E0,7.354764458E0
1.964879334E0,-1.249900818E0,3.397185516E0,5.494773560E0,6.579943614E0
1.974853333E0,-1.202599182E0,2.955753479E0,4.984484711E0,5.918429796E0
1.984827333E0,-1.204994202E0,2.487078094E0,4.505031738E0,5.285156520E0
1.994802333E0,-1.588496704E0,1.888173523E0,4.280199280E0,4.940508770E0
2.004776333E0,-2.377356262E0,1.587748260E0,4.594695282E0,5.411468569E0
2.014750334E0,-2.933449860E0,1.636846161E0,5.219046936E0,6.206677400E0
2.024724333E0,-3.083288269E0,1.776805115E0,5.602848816E0,6.637440608E0
2.034698333E0,-3.097209320E0,1.936073914E0,5.451663208E0,6.562142905E0
2.044672333E0,-3.197800140E0,1.891017609E0,5.182822266E0,6.376795431E0
2.054646333E0,-3.189866638E0,1.864672394E0,5.033133545E0,6.243771744E0
2.064620333E0,-2.988086243E0,2.114502869E0,5.054089966E0,6.240481324E0
2.074594333E0,-2.830913086E0,2.142943726E0,5.204227753E0,6.300020890E0
2.084568333E0,-2.442021790E0,2.136058044E0,5.280269623E0,6.197375386E0
2.094542333E0,-2.198777618E0,2.199226685E0,5.364843750E0,6.201029712E0
2.104517333E0,-2.243684235E0,2.188898163E0,5.567222900E0,6.389003438E0
2.114491333E0,-2.340532837E0,2.258952484E0,5.669909363E0,6.536729493E0
2.124465333E0,-2.586471405E0,2.171234894E0,5.850733337E0,6.755381253E0
2.134439333E0,-2.945275269E0,2.132465515E0,6.109245758E0,7.109496418E0
2.144413333E0,-3.066223755E0,2.323318634E0,6.204597473E0,7.300449808E0
2.154387333E0,-2.941383362E0,2.544259186E0,6.399342499E0,7.488429428E0
2.164361333E0,-2.616109772E0,2.893482971E0,6.694229279E0,7.747837097E0
2.174335334E0,-2.172282715E0,3.437900848E0,6.778953094E0,7.905199523E0
2.184309333E0,-1.785936127E0,3.909869385E0,6.897057495E0,8.126872003E0
2.194283333E0,-1.642085266E0,4.259392548E0,7.154073029E0,8.486437992E0
2.204258333E0,-1.661844177E0,4.533921661E0,7.555837555E0,8.967098352E0
2.214232333E0,-2.013013916E0,4.609364777E0,8.090525665E0,9.526545765E0
2.224206334E0,-2.636617126E0,4.319417725E0,8.899443512E0,1.023763714E1
2.234180333E0,-3.529809723E0,3.534300385E0,1.054437286E1,1.166767479E1
2.244154333E0,-4.688999176E0,2.666854248E0,1.266920425E1,1.376980615E1
