"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.479789168E-1,3.356320496E0,7.829917603E0,8.658145294E0,1.214643886E1
6.579539166E-1,3.815116425E0,8.754245453E0,8.174351349E0,1.257028030E1
6.679279166E-1,3.752995605E0,9.015751648E0,7.959697723E0,1.259863253E1
6.779019167E-1,3.482957153E0,8.577762451E0,7.447163544E0,1.188146641E1
6.878759167E-1,2.808459778E0,7.625891876E0,5.554349670E0,9.843397457E0
6.978499168E-1,1.361119537E0,6.537505188E0,3.361709290E0,7.476142710E0
7.078239166E-1,2.868035889E-1,6.074368286E0,2.160756683E0,6.453609519E0
7.177979166E-1,1.187031555E-1,6.300997009E0,2.325863342E0,6.717610739E0
7.277729167E-1,4.381388855E-1,7.147636414E0,3.730242920E0,8.074365871E0
7.377469167E-1,1.047072601E0,7.748786316E0,5.398823090E0,9.501965121E0
7.477209168E-1,1.731449432E0,8.388705597E0,7.106472015E0,1.112970095E1
7.576949166E-1,2.224224701E0,8.485254822E0,8.525521088E0,1.223238467E1
7.676689166E-1,2.454146576E0,7.895331573E0,1.069870193E1,1.352114341E1
7.776429167E-1,2.625839539E0,6.982978821E0,1.284059784E1,1.485052118E1
7.876169167E-1,2.829565887E0,5.734425201E0,1.248373993E1,1.402618402E1
7.975919168E-1,3.450624390E0,5.374872894E0,1.147708328E1,1.313466817E1
8.075659166E-1,3.543431396E0,4.587809601E0,1.067220703E1,1.214495393E1
8.175399166E-1,3.592080231E0,4.051474915E0,1.058778259E1,1.189195651E1
8.275139167E-1,2.733914795E0,5.228477325E0,1.066352509E1,1.218696158E1
8.374879167E-1,6.518943787E-1,6.070925446E0,8.824150085E0,1.073064429E1
8.474619167E-1,-1.454974365E-1,6.559659119E0,7.514673157E0,9.976001700E0
8.574369166E-1,-7.556286621E-1,7.276368713E0,7.467970276E0,1.045404689E1
8.674109166E-1,-9.849517822E-1,7.840395813E0,1.023346939E1,1.292926264E1
8.773849166E-1,-7.896080017E-1,7.024143219E0,1.331466202E1,1.507455782E1
8.873589167E-1,-2.345622253E-1,6.112389221E0,1.309102707E1,1.444961284E1
8.973329167E-1,8.652008057E-2,5.738616486E0,1.177421539E1,1.309852484E1
9.073069165E-1,-8.622070312E-2,5.626499634E0,1.014545242E1,1.160151443E1
9.172809166E-1,-4.510121155E-1,5.403463440E0,8.896150360E0,1.041836457E1
9.272559166E-1,-1.002165985E0,4.907993774E0,8.553812256E0,9.912640600E0
9.372299167E-1,-2.032922516E0,4.123774567E0,9.171577606E0,1.025944084E1
9.472039167E-1,-2.973716125E0,4.380191345E0,1.048674271E1,1.174737572E1
9.571779165E-1,-3.490591278E0,5.094954987E0,1.113953522E1,1.273703414E1
9.671515417E-1,-4.177213440E0,5.537883911E0,1.057131683E1,1.264397129E1
9.771255415E-1,-4.966222687E0,5.864205322E0,9.132359161E0,1.193533643E1
9.871005416E-1,-5.856271820E0,6.198011169E0,7.430697784E0,1.131046116E1
9.970745416E-1,-6.789580994E0,6.481222229E0,5.720204773E0,1.099206051E1
1.007048542E0,-6.504723358E0,6.419550476E0,5.446424103E0,1.063887164E1
1.017022542E0,-4.905898132E0,5.933660889E0,6.669680328E0,1.018630471E1
1.026996542E0,-3.394790497E0,5.607788544E0,8.678652649E0,1.087616231E1
1.036970542E0,-2.481539612E0,5.654641113E0,1.009500732E1,1.183394177E1
1.046944542E0,-2.114652557E0,5.863905945E0,1.075034454E1,1.242686832E1
1.056919542E0,-2.070943451E0,6.063441010E0,1.087728058E1,1.262415765E1
1.066893542E0,-2.143991547E0,6.141728210E0,1.067325485E1,1.249943576E1
1.076867542E0,-2.317031708E0,6.146069183E0,1.026954437E1,1.219042017E1
1.086841542E0,-2.679278412E0,5.987997894E0,9.878108368E0,1.185797945E1
1.096815542E0,-2.977308655E0,5.707481232E0,9.402696991E0,1.139519283E1
1.106789542E0,-3.287164307E0,5.489684143E0,9.042246552E0,1.107719747E1
1.116763542E0,-3.503015442E0,5.286706238E0,8.845106506E0,1.088376264E1
1.126738542E0,-3.686234436E0,4.926854553E0,8.533304901E0,1.052043310E1
1.136712542E0,-3.892655182E0,4.520449677E0,8.155191193E0,1.010417602E1
1.146686542E0,-4.217928772E0,4.211192780E0,7.868986359E0,9.871474766E0
1.156660542E0,-4.425097961E0,3.996090088E0,7.807464294E0,9.823783725E0
1.166634542E0,-4.624932404E0,3.773502960E0,7.917934570E0,9.915796095E0
1.176608542E0,-4.554279327E0,3.668571167E0,8.120912476E0,1.000745193E1
1.186583542E0,-4.204157410E0,3.739523621E0,8.387208710E0,1.009971516E1
1.196557542E0,-3.719165955E0,3.908073120E0,8.342751160E0,9.935125959E0
1.206531542E0,-3.341651001E0,3.993545380E0,7.865244141E0,9.432767436E0
1.216505542E0,-3.047662354E0,4.079017639E0,7.329508209E0,8.924590820E0
1.226479542E0,-2.694995728E0,4.254752197E0,6.969656525E0,8.598955187E0
1.236453542E0,-2.387984161E0,4.413721619E0,6.740782471E0,8.403663201E0
1.246427542E0,-2.113604736E0,4.560266876E0,6.631809082E0,8.321313037E0
1.256402542E0,-1.912123718E0,4.675527191E0,6.642137604E0,8.344744668E0
1.266376542E0,-1.721120911E0,4.810396729E0,6.670578461E0,8.402308663E0
1.276350542E0,-1.538201294E0,4.914879456E0,6.804250488E0,8.533459321E0
1.286324542E0,-1.378633118E0,4.906197510E0,7.016808472E0,8.672197208E0
1.296298542E0,-1.276545410E0,4.738695831E0,7.212002563E0,8.723404573E0
1.306272542E0,-1.099313965E0,4.528083801E0,7.908204803E0,9.178874513E0
1.316246542E0,-1.022224274E0,4.361480255E0,9.086404724E0,1.013065661E1
1.326221542E0,-9.063652039E-1,4.281696167E0,8.009244690E0,9.127015966E0
1.336195542E0,-6.400689697E-1,4.151616669E0,7.976612549E0,9.015096062E0
1.346169542E0,-8.574169922E-1,3.990850983E0,8.450077972E0,9.384341916E0
1.356143542E0,-1.066083069E0,3.834725647E0,8.173004150E0,9.090635332E0
1.366117542E0,-1.288370819E0,3.744463348E0,8.311615906E0,9.206729284E0
1.376091542E0,-1.544488220E0,3.612587585E0,8.221652985E0,9.112179252E0
1.386065542E0,-1.657652893E0,3.458108826E0,7.689060516E0,8.592321071E0
1.396040542E0,-1.707948303E0,3.349135437E0,7.339537354E0,8.246369149E0
1.406014542E0,-1.914518738E0,3.405119019E0,7.327711945E0,8.303949655E0
1.415988542E0,-2.246827698E0,3.464994507E0,7.461533661E0,8.528124425E0
1.425962542E0,-2.499801636E0,3.340303802E0,7.338938599E0,8.441958154E0
1.435936542E0,-2.645598450E0,3.178190918E0,7.119345245E0,8.233174685E0
1.445910542E0,-2.733316040E0,3.100951538E0,6.987170105E0,8.118341154E0
1.455884542E0,-2.827769623E0,3.131937103E0,6.979236603E0,8.155676221E0
1.465859542E0,-2.808010712E0,3.273093567E0,6.899153137E0,8.136115760E0
1.475833542E0,-2.677781525E0,3.464695129E0,6.755302277E0,8.050387263E0
1.485807542E0,-2.603386230E0,3.792363739E0,6.475084991E0,7.942692758E0
1.495781542E0,-2.492167511E0,4.104165344E0,6.019881592E0,7.700262752E0
1.505755542E0,-2.414479065E0,4.454287262E0,5.875881042E0,7.758631464E0
1.515729542E0,-2.346819763E0,4.860991516E0,6.168971558E0,8.197134353E0
1.525704542E0,-2.271526337E0,5.203030243E0,6.375242615E0,8.536689874E0
1.535678542E0,-2.291584625E0,5.375172272E0,6.337670746E0,8.620319456E0
1.545652542E0,-2.404150543E0,5.423970795E0,6.326743469E0,8.673354711E0
