"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.348264958E0,9.805958405E0,1.161584473E-1,3.461551666E0,1.039964677E1
1.358232958E0,9.121132507E0,3.800596619E-1,2.772235107E0,9.540691330E0
1.368200958E0,8.660989380E0,7.547305298E-1,1.943258972E0,8.908345000E0
1.378168958E0,8.690927124E0,1.285077667E0,9.054670715E-1,8.831959551E0
1.388136958E0,9.053323517E0,1.675166473E0,-1.004411316E-1,9.207547873E0
1.398104958E0,1.007689499E1,2.900967407E0,9.237290955E-1,1.052676113E1
1.408072958E0,1.110465775E1,3.878434753E0,2.793341217E0,1.208960028E1
1.418040958E0,1.017089951E1,3.517235870E0,3.255729675E0,1.124357241E1
1.428008958E0,8.690328369E0,2.481988678E0,3.275488586E0,9.613058849E0
1.437976958E0,8.279732208E0,1.678609314E0,3.130739594E0,9.009618475E0
1.447944958E0,7.488327942E0,1.409468994E0,5.668711853E-1,7.640876988E0
1.457912958E0,6.077511749E0,1.476529541E0,-1.876348114E0,6.529699135E0
1.467881083E0,5.444777527E0,1.753902740E0,-2.050286407E0,6.076631591E0
1.477849083E0,6.007607117E0,2.476150818E0,-1.441951447E0,6.655966505E0
1.487817083E0,6.612648926E0,2.574645996E0,-8.312214661E-1,7.144708318E0
1.497785083E0,7.295678558E0,2.418670349E0,2.438429260E-1,7.690016337E0
1.507753083E0,7.341632996E0,1.696721649E0,1.261875916E0,7.640076585E0
1.517721083E0,6.768774261E0,1.221459961E-1,3.075953522E0,7.435907121E0
1.527689083E0,6.008954315E0,-1.301543427E0,4.366270294E0,7.540945798E0
1.537657083E0,6.134543152E0,-1.463806000E0,4.464017029E0,7.726758423E0
1.547625083E0,7.412435760E0,-6.474037170E-1,4.342619476E0,8.615200485E0
1.557594083E0,8.834628296E0,5.053491211E-1,3.796704712E0,9.629174499E0
1.567562083E0,1.009874954E1,1.944456482E0,1.889371033E0,1.045635578E1
1.577530083E0,1.180579971E1,3.204685822E0,1.200802917E0,1.229182028E1
1.587498083E0,1.346075821E1,3.943848724E0,1.819765778E0,1.414416847E1
1.597466083E0,1.375474686E1,3.664379883E0,1.774709473E0,1.434469709E1
1.607434083E0,1.308204575E1,2.370620270E0,1.528471527E0,1.338267487E1
1.617402083E0,1.117291580E1,7.210505676E-1,1.742676086E0,1.133097001E1
1.627370083E0,7.981552277E0,-1.053958282E0,1.266067200E0,8.149781038E0
1.637338083E0,5.409301300E0,-2.235601044E0,2.083666992E-1,5.856779769E0
1.647306083E0,4.534370728E0,-3.083138580E0,-6.465055847E-1,5.521252654E0
1.657274083E0,5.790408783E0,-3.418291626E0,-2.821632385E-1,6.730019882E0
1.667242083E0,7.219037933E0,-3.314856720E0,4.306544495E-1,7.955391066E0
1.677210083E0,8.764873352E0,-3.580703888E0,2.993774414E-1,9.472806979E0
1.687178083E0,8.549471283E0,-4.701273651E0,-7.158114624E-1,9.783037320E0
